Unixtime	state	scanDiameter	electrometerN	RHsh	Tsh	Tdsh
1.72E+09	SCAN	22.0198357	10139.78739	51.7	24.5	13.9
1.72E+09	SCAN	21.96377265	10139.78739	51.7	24.5	13.8
1.72E+09	SCAN	21.90740152	10139.78739	51.7	24.5	13.9
1.72E+09	SCAN	21.85154458	10139.78739	51.7	24.5	13.9
1.72E+09	SCAN	21.79575974	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	21.74027863	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	21.68480245	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	21.62664508	10139.78739	51.8	24.4	13.8
1.72E+09	SCAN	21.5714239	10139.78739	51.7	24.5	13.9
1.72E+09	SCAN	21.51617327	10139.78739	51.7	24.5	13.9
1.72E+09	SCAN	21.46113942	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	21.40606753	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	21.35120534	10139.78739	51.7	24.5	13.9
1.72E+09	SCAN	21.29650318	10139.78739	51.7	24.5	13.8
1.72E+09	SCAN	21.24166704	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	21.18714129	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	21.13292291	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	21.07842607	10139.78739	51.7	24.5	13.9
1.72E+09	SCAN	21.02423171	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	20.97043157	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	20.91696853	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	20.86330227	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	20.81016311	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	20.75700598	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	20.70428368	10139.78739	51.7	24.5	13.9
1.72E+09	SCAN	20.65108808	10139.78739	51.8	24.5	13.9
1.72E+09	SCAN	20.59791954	10139.78739	51.8	24.6	14
1.72E+09	SCAN	20.54530043	10139.78739	51.8	24.6	13.9
1.72E+09	SCAN	20.49310026	10139.78739	51.8	24.6	14
1.72E+09	SCAN	20.44074403	10139.78739	51.8	24.6	14
1.72E+09	FLUSH	20.41124852	10139.78739	51.7	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.6	14
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.6	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.7	24.6	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.6	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.6	14
1.72E+09	FLUSH	20.41124852	10139.78739	51.7	24.6	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.6	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.7	24.4	13.8
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.7	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.8
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.4	13.8
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.4	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.8	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	FLUSH	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.8	24.4	13.8
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.8	24.4	13.8
1.72E+09	DONE	20.41124852	10139.78739	51.8	24.4	13.8
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.8	24.4	13.8
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.8	24.4	13.8
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.4	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.6	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.6	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.6	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.6	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	13.9
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.6	14
1.72E+09	DONE	20.41124852	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	13.9
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	13.9
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	13.9
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14.1
1.72E+09	HOLD	799.942741	10139.78739	51.9	24.5	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10139.78739	52	24.6	14
1.72E+09	HOLD	799.942741	10049.50832	52	24.6	14
1.72E+09	HOLD	799.942741	8640.067311	51.9	24.6	14
1.72E+09	HOLD	799.942741	8567.402839	52	24.6	14
1.72E+09	HOLD	799.942741	9002.373738	52	24.6	14.1
1.72E+09	HOLD	799.942741	7904.478089	52	24.6	14.1
1.72E+09	HOLD	799.942741	8426.065162	52	24.6	14
1.72E+09	HOLD	799.942741	8009.123561	52	24.6	14
1.72E+09	HOLD	799.942741	7786.724184	51.9	24.5	14
1.72E+09	HOLD	799.942741	7613.292967	52	24.6	14
1.72E+09	HOLD	799.942741	7219.517358	52	24.6	14
1.72E+09	HOLD	799.942741	7322.43467	52	24.6	14
1.72E+09	HOLD	799.942741	7176.863691	52	24.6	14
1.72E+09	HOLD	799.942741	6817.063945	52	24.6	14
1.72E+09	HOLD	799.942741	6662.011976	51.9	24.5	14
1.72E+09	HOLD	799.942741	6487.359793	52	24.6	14.1
1.72E+09	HOLD	799.942741	6359.89982	52	24.6	14
1.72E+09	HOLD	799.942741	6284.918286	52	24.6	14.1
1.72E+09	HOLD	799.942741	4931.294879	52	24.6	14.1
1.72E+09	HOLD	799.942741	5848.758795	52	24.6	14
1.72E+09	HOLD	799.942741	5721.400569	52	24.6	14.1
1.72E+09	HOLD	799.942741	4470.119447	52	24.6	14.1
1.72E+09	HOLD	799.942741	4850.786622	52	24.6	14
1.72E+09	HOLD	799.942741	4627.967923	52	24.6	14.1
1.72E+09	HOLD	799.942741	5061.332449	52	24.6	14.1
1.72E+09	HOLD	799.942741	5073.43266	52	24.6	14.1
1.72E+09	HOLD	799.942741	5065.285174	51.9	24.6	14
1.72E+09	HOLD	799.942741	4326.130175	52	24.6	14.1
1.72E+09	HOLD	799.942741	4902.836491	52	24.6	14
1.72E+09	HOLD	799.942741	4842.195149	52	24.6	14
1.72E+09	HOLD	799.942741	5135.293427	52	24.6	14.1
1.72E+09	HOLD	799.942741	4478.35018	51.9	24.6	14
1.72E+09	HOLD	799.942741	4997.507652	52	24.6	14.1
1.72E+09	HOLD	799.942741	4663.801443	52	24.6	14
1.72E+09	SCAN	799.8498855	3084.521206	51.9	24.6	14
1.72E+09	SCAN	796.4345893	4599.105628	52	24.6	14
1.72E+09	SCAN	793.0129753	3835.47734	51.9	24.6	14.1
1.72E+09	SCAN	789.6453794	3233.40976	52	24.5	14
1.72E+09	SCAN	786.2785778	4371.467811	52	24.6	14
1.72E+09	SCAN	782.9253316	4370.15743	52	24.6	14
1.72E+09	SCAN	779.6122472	4464.082445	52	24.6	14
1.72E+09	SCAN	776.3212185	3996.006701	52	24.6	14
1.72E+09	SCAN	773.0397196	4374.823927	52	24.6	14
1.72E+09	SCAN	769.6975914	4438.830636	52	24.5	14
1.72E+09	SCAN	766.4428886	4408.661044	52	24.6	14
1.72E+09	SCAN	763.2200121	4126.431219	52	24.6	14
1.72E+09	SCAN	759.9729345	4187.906579	52	24.6	14
1.72E+09	SCAN	756.7450659	4322.442609	52	24.6	14
1.72E+09	SCAN	753.5673112	3598.449488	52	24.6	14
1.72E+09	SCAN	750.3876979	4149.384466	51.9	24.5	14
1.72E+09	SCAN	747.2385734	4260.275059	52	24.6	14
1.72E+09	SCAN	744.1045124	4147.389604	52	24.6	14
1.72E+09	SCAN	740.9664546	4162.289405	52	24.6	14
1.72E+09	SCAN	737.7888893	4156.49598	52	24.6	14
1.72E+09	SCAN	734.7334473	4156.465147	52	24.6	14
1.72E+09	SCAN	731.6354195	4139.900392	52	24.6	14
1.72E+09	SCAN	728.5248071	2854.680406	52	24.6	14
1.72E+09	SCAN	725.4594382	3393.993078	52	24.6	14
1.72E+09	SCAN	722.4313074	3892.921353	52	24.5	14
1.72E+09	SCAN	719.3749172	4125.053006	52	24.6	14
1.72E+09	SCAN	716.3542137	3909.008205	52	24.6	14
1.72E+09	SCAN	713.3541263	3778.155116	52	24.6	14
1.72E+09	SCAN	710.3354692	4074.649593	52	24.6	14
1.72E+09	SCAN	707.3691972	4028.163447	52	24.6	14
1.72E+09	SCAN	704.4163779	3889.08425	52	24.6	14
1.72E+09	SCAN	701.4557873	3996.84997	52	24.6	14
1.72E+09	SCAN	698.5202613	3541.904242	52	24.5	14
1.72E+09	SCAN	695.6080883	4156.267819	52	24.6	14
1.72E+09	SCAN	692.7100334	3001.389104	52	24.6	14
1.72E+09	SCAN	689.8229127	3707.76454	52	24.6	14
1.72E+09	SCAN	686.9534053	3695.453127	52	24.6	14
1.72E+09	SCAN	684.0961241	3920.897213	52	24.6	14
1.72E+09	SCAN	681.2435316	3530.823045	52	24.5	14
1.72E+09	SCAN	678.397273	3320.82912	52	24.6	14
1.72E+09	SCAN	675.5891939	4010.612052	52	24.6	14
1.72E+09	SCAN	672.792735	4053.567877	52	24.6	14.1
1.72E+09	SCAN	670.007042	4057.403439	52	24.6	14
1.72E+09	SCAN	667.2255293	4061.423996	52	24.6	14
1.72E+09	SCAN	664.4341511	3972.842251	52	24.6	14.1
1.72E+09	SCAN	661.6976418	3975.997957	52	24.6	14
1.72E+09	SCAN	658.9794843	3644.302026	52	24.5	14
1.72E+09	SCAN	656.2458797	4044.70662	52	24.6	14
1.72E+09	SCAN	653.5550196	3889.56832	52	24.6	14
1.72E+09	SCAN	650.8138548	3484.919633	52	24.6	14
1.72E+09	SCAN	648.1389139	2801.839684	52	24.5	14
1.72E+09	SCAN	645.4611869	4101.914764	52	24.6	14.1
1.72E+09	SCAN	642.8182834	3993.455313	52	24.6	14
1.72E+09	SCAN	640.1740838	4057.511353	52.1	24.6	14.1
1.72E+09	SCAN	637.5481829	3885.942419	52	24.6	14
1.72E+09	SCAN	634.9332957	2704.486096	52	24.6	14.1
1.72E+09	SCAN	632.317499	4036.2986	52	24.6	14
1.72E+09	SCAN	629.7144285	3030.804841	52	24.6	14
1.72E+09	SCAN	627.1217213	4088.343843	52	24.6	14
1.72E+09	SCAN	624.493333	2409.613408	52	24.6	14
1.72E+09	SCAN	621.9698712	4042.136732	52	24.6	14.1
1.72E+09	SCAN	619.4065328	4043.801686	52	24.5	14
1.72E+09	SCAN	616.8581914	3958.455811	52	24.6	14
1.72E+09	SCAN	614.3623206	3901.494327	52	24.5	14
1.72E+09	SCAN	611.843487	2694.09863	52.1	24.6	14
1.72E+09	SCAN	609.365142	2511.433083	52	24.6	14
1.72E+09	SCAN	606.8649245	4050.387506	52	24.6	14
1.72E+09	SCAN	604.3695354	3915.145412	52	24.5	14
1.72E+09	SCAN	601.9103545	3863.900271	52	24.5	14
1.72E+09	SCAN	599.4198559	3608.380633	52	24.6	14
1.72E+09	SCAN	596.9583272	3451.124141	52	24.6	14
1.72E+09	SCAN	594.5306386	3813.675686	52	24.6	14
1.72E+09	SCAN	592.1011303	3893.166471	52	24.6	14
1.72E+09	SCAN	589.7196382	4009.161383	52	24.5	14
1.72E+09	SCAN	587.2987329	3945.062177	52.1	24.6	14.1
1.72E+09	SCAN	584.9224643	3959.923438	52.1	24.6	14
1.72E+09	SCAN	582.5414971	3839.51948	52.1	24.6	14.1
1.72E+09	SCAN	580.1746143	3950.531861	52.1	24.6	14.1
1.72E+09	SCAN	577.8185353	3611.298928	52.1	24.6	14
1.72E+09	SCAN	575.4984159	3855.48146	52	24.6	14
1.72E+09	SCAN	573.183953	3840.210128	52	24.6	14
1.72E+09	SCAN	570.8700405	3816.64023	52	24.6	14
1.72E+09	SCAN	568.5657904	3818.493263	52	24.6	14
1.72E+09	SCAN	566.2714273	3909.618688	52.1	24.6	14.1
1.72E+09	SCAN	563.9774151	3826.707038	52	24.6	14
1.72E+09	SCAN	561.7025361	3487.631351	52	24.5	14
1.72E+09	SCAN	559.4356686	3702.092904	52.1	24.6	14.1
1.72E+09	SCAN	557.1869756	3779.491704	52.1	24.6	14.1
1.72E+09	SCAN	554.9451224	3845.736851	52	24.6	14.1
1.72E+09	SCAN	552.7283018	3820.599122	52.1	24.6	14.1
1.72E+09	SCAN	550.5266853	4016.766217	52	24.6	14.1
1.72E+09	SCAN	548.3127577	3049.635784	52.1	24.6	14.1
1.72E+09	SCAN	546.1345483	3956.30987	52	24.6	14.1
1.72E+09	SCAN	543.9353241	3854.303659	52	24.6	14
1.72E+09	SCAN	541.7458819	4010.579678	52	24.6	14.1
1.72E+09	SCAN	539.5747397	4036.203019	52.1	24.6	14.1
1.72E+09	SCAN	537.426425	3668.160207	52	24.6	14
1.72E+09	SCAN	535.2761212	4185.953341	52.1	24.6	14.1
1.72E+09	SCAN	533.1165271	3768.174639	52.1	24.7	14.1
1.72E+09	SCAN	530.9880347	3883.964515	52.1	24.7	14.1
1.72E+09	SCAN	528.8690165	3675.692584	52.1	24.7	14.1
1.72E+09	SCAN	526.7692088	3264.174419	52.1	24.6	14.1
1.72E+09	SCAN	524.6701482	3636.324119	52	24.6	14.1
1.72E+09	SCAN	522.5606808	3992.101766	52	24.7	14.1
1.72E+09	SCAN	520.480197	2636.347834	52	24.6	14.1
1.72E+09	SCAN	518.4056562	3427.862568	52.1	24.6	14.1
1.72E+09	SCAN	516.3661219	3978.000527	52.1	24.7	14.1
1.72E+09	SCAN	514.3020838	4012.720994	52.1	24.6	14.1
1.72E+09	SCAN	512.2672335	3804.392024	52	24.6	14.1
1.72E+09	SCAN	510.1831892	3756.288714	52.1	24.7	14.2
1.72E+09	SCAN	508.183509	3851.177244	52	24.7	14.1
1.72E+09	SCAN	506.1800725	3829.084223	52	24.7	14.2
1.72E+09	SCAN	504.1741827	3738.840607	52.1	24.7	14.1
1.72E+09	SCAN	502.1890346	3667.293814	52.1	24.7	14.1
1.72E+09	SCAN	500.2113582	3994.492826	52.1	24.7	14.1
1.72E+09	SCAN	498.2396702	3371.785976	52	24.7	14.1
1.72E+09	SCAN	496.2856088	4101.117744	52	24.7	14.1
1.72E+09	SCAN	494.3415211	2785.97791	52	24.7	14.1
1.72E+09	SCAN	492.4126747	2906.694818	52.1	24.7	14.1
1.72E+09	SCAN	490.4242174	4144.836674	52	24.7	14.1
1.72E+09	SCAN	488.5035548	3943.078107	52.1	24.6	14.1
1.72E+09	SCAN	486.5795699	3992.895703	52.1	24.6	14.1
1.72E+09	SCAN	484.6656213	3731.112444	52.1	24.6	14.1
1.72E+09	SCAN	482.7574425	4004.93579	52.1	24.6	14.1
1.72E+09	SCAN	480.8790929	3964.408023	52.1	24.6	14.1
1.72E+09	SCAN	479.0075704	4020.446075	52.1	24.6	14
1.72E+09	SCAN	477.1328582	4054.748762	52.1	24.6	14.1
1.72E+09	SCAN	475.2700125	3820.942904	52.1	24.6	14.1
